T-1,T-2,T-3,T-24,T
4914.42876,5173.50132,5658.444,4744.67544,4731.26976
4731.26976,4914.42876,5173.50132,4602.51288,4879.35576
4879.35576,4731.26976,4914.42876,4638.05352,5045.52384
5045.52384,4879.35576,4731.26976,5196.2598,5178.64536
5178.64536,5045.52384,4879.35576,6165.054,6147.43956
6147.43956,5178.64536,5045.52384,7679.89584,7644.66696
7644.66696,6147.43956,5178.64536,6807.2796,8701.53336
8701.53336,7644.66696,6147.43956,6201.6858,6217.89732
6217.89732,8701.53336,7644.66696,5844.87648,5918.45184
5918.45184,6217.89732,8701.53336,5812.7652,6389.83296
6389.83296,5918.45184,6217.89732,5967.0864,6250.16448
6250.16448,6389.83296,5918.45184,5658.444,5935.9104
5935.9104,6250.16448,6389.83296,5469.8292,5467.64688
5467.64688,5935.9104,6250.16448,5212.6272,5709.8844
5709.8844,5467.64688,5935.9104,5435.5356,5692.58172
5692.58172,5709.8844,5467.64688,5795.6184,6298.17552
6298.17552,5692.58172,5709.8844,7424.5644,7647.78456
7647.78456,6298.17552,5692.58172,7373.124,7993.83816
7993.83816,7647.78456,6298.17552,7253.0964,7647.78456
7647.78456,7993.83816,7647.78456,7235.9496,7319.03364
7319.03364,7647.78456,7993.83816,5829.912,6626.92644
6626.92644,7319.03364,7647.78456,5658.444,4740.93432
4740.93432,6626.92644,7319.03364,5173.50132,5190.804
5190.804,4740.93432,6626.92644,4914.42876,4896.65844
4896.65844,5190.804,4740.93432,4731.26976,4715.37
4715.37,4896.65844,5190.804,4879.35576,4663.9296
4663.9296,4715.37,4896.65844,5045.52384,4740.93432
4740.93432,4663.9296,4715.37,5178.64536,5104.2906
5104.2906,4740.93432,4663.9296,6147.43956,5225.40936
5225.40936,5104.2906,4740.93432,7644.66696,6142.4514
6142.4514,5225.40936,5104.2906,8701.53336,6194.35944
6194.35944,6142.4514,5225.40936,6217.89732,6488.505
6488.505,6194.35944,6142.4514,5918.45184,6315.4782
6315.4782,6488.505,6194.35944,6389.83296,6298.17552
6298.17552,6315.4782,6488.505,6250.16448,6004.02996
6004.02996,6298.17552,6315.4782,5935.9104,5623.371
5623.371,6004.02996,6298.17552,5467.64688,4451.9328
4451.9328,5623.371,6004.02996,5709.8844,5377.23648
5377.23648,4451.9328,5623.371,5692.58172,5097.89952
5097.89952,5377.23648,4451.9328,6298.17552,5848.6176
5848.6176,5097.89952,5377.23648,7647.78456,7489.72224
7489.72224,5848.6176,5097.89952,7993.83816,7716.68352
7716.68352,7489.72224,5848.6176,7647.78456,7457.45508
7457.45508,7716.68352,7489.72224,7319.03364,7613.1792
7613.1792,7457.45508,7716.68352,6626.92644,6090.54336
6090.54336,7613.1792,7457.45508,4740.93432,5554.16028
5554.16028,6090.54336,7613.1792,5190.804,5086.98792
5086.98792,5554.16028,6090.54336,4896.65844,5173.50132
5173.50132,5086.98792,5554.16028,4715.37,5017.7772
5017.7772,5173.50132,5086.98792,4663.9296,4913.96112
4913.96112,5017.7772,5173.50132,4740.93432,5086.98792
5086.98792,4913.96112,5017.7772,5104.2906,5225.40936
5225.40936,5086.98792,4913.96112,5225.40936,5311.92276
5311.92276,5225.40936,5086.98792,6142.4514,7838.11404
7838.11404,5311.92276,5225.40936,6194.35944,7301.73096
7301.73096,7838.11404,5311.92276,6488.505,6298.17552
6298.17552,7301.73096,7838.11404,6315.4782,6073.24068
6073.24068,6298.17552,7301.73096,6298.17552,5813.70048
5813.70048,6073.24068,6298.17552,6004.02996,5953.36896
5953.36896,5813.70048,6073.24068,5623.371,5415.73884
5415.73884,5953.36896,5813.70048,4451.9328,5394.69504
5394.69504,5415.73884,5953.36896,5377.23648,5062.9824
5062.9824,5394.69504,5415.73884,5097.89952,5069.68524
5069.68524,5062.9824,5394.69504,5848.6176,5831.15904
5831.15904,5069.68524,5062.9824,7489.72224,7353.639
7353.639,5831.15904,5069.68524,7716.68352,7630.48188
7630.48188,7353.639,5831.15904,7457.45508,7699.6926
7699.6926,7630.48188,7353.639,7613.1792,7270.2432
7270.2432,7699.6926,7630.48188,6090.54336,6407.29152
6407.29152,7270.2432,7699.6926,5554.16028,5516.90496
5516.90496,6407.29152,7270.2432,5086.98792,6669.16992
6669.16992,5516.90496,6407.29152,5173.50132,4755.8988
4755.8988,6669.16992,5516.90496,5017.7772,4597.36884
4597.36884,4755.8988,6669.16992,4913.96112,4562.13996
4562.13996,4597.36884,4755.8988,5086.98792,4808.74212
4808.74212,4562.13996,4597.36884,5225.40936,6040.66176
6040.66176,4808.74212,4562.13996,5311.92276,5812.7652
5812.7652,6040.66176,4808.74212,7838.11404,6824.4264
6824.4264,5812.7652,6040.66176,7301.73096,7284.42828
7284.42828,6824.4264,5812.7652,6298.17552,6730.74252
6730.74252,7284.42828,6824.4264,6073.24068,6250.16448
6250.16448,6730.74252,7284.42828,5813.70048,6075.57888
6075.57888,6250.16448,6730.74252,5953.36896,5536.8576
5536.8576,6075.57888,6250.16448,5415.73884,5298.3612
5298.3612,5536.8576,6075.57888,5394.69504,5298.3612
5298.3612,5298.3612,5536.8576,5062.9824,5185.19232
5185.19232,5298.3612,5298.3612,5069.68524,5080.44096
5080.44096,5185.19232,5298.3612,5831.15904,5237.568
5237.568,5080.44096,5185.19232,7353.639,7441.7112
7441.7112,5237.568,5080.44096,7630.48188,7235.9496
7235.9496,7441.7112,5237.568,7699.6926,6944.454
6944.454,7235.9496,7441.7112,7270.2432,6687.252
6687.252,6944.454,7235.9496,6407.29152,5864.2056
5864.2056,6687.252,6944.454,5516.90496,5202.65088
5202.65088,5864.2056,6687.252,6669.16992,4748.72832
4748.72832,5202.65088,5864.2056,4755.8988,4713.8112
4713.8112,4748.72832,5202.65088,4597.36884,4556.68416
4556.68416,4713.8112,4748.72832,4562.13996,3978.0576
3978.0576,4556.68416,4713.8112,4808.74212,4235.2596
4235.2596,3978.0576,4556.68416,6040.66176,4732.5168
4732.5168,4235.2596,3978.0576,5812.7652,6111.11952
6111.11952,4732.5168,4235.2596,6824.4264,6313.14
6313.14,6111.11952,4732.5168,7284.42828,6782.65056
6782.65056,6313.14,6111.11952,6730.74252,6055.938
6055.938,6782.65056,6313.14,6250.16448,3910.40568
3910.40568,6055.938,6782.65056,6075.57888,6110.496
6110.496,3910.40568,6055.938,5536.8576,3945.63456
3945.63456,6110.496,3910.40568,5298.3612,5062.9824
5062.9824,3945.63456,6110.496,5298.3612,4574.14272
4574.14272,5062.9824,3945.63456,5185.19232,3941.89344
3941.89344,4574.14272,5062.9824,5080.44096,5006.8656
5006.8656,3941.89344,4574.14272,5237.568,4706.32896
4706.32896,5006.8656,3941.89344,7441.7112,4410.78048
4410.78048,4706.32896,5006.8656,7235.9496,4910.37588
4910.37588,4410.78048,4706.32896,6944.454,6592.47696
6592.47696,4910.37588,4410.78048,6687.252,6893.0136
6893.0136,6592.47696,4910.37588,5864.2056,6644.22912
6644.22912,6893.0136,6592.47696,5202.65088,6280.87284
6280.87284,6644.22912,6893.0136,4748.72832,5450.3442
5450.3442,6280.87284,6644.22912,4713.8112,4048.82712
4048.82712,5450.3442,6280.87284,4556.68416,3840.8832
3840.8832,4048.82712,5450.3442,3978.0576,3892.3236
3892.3236,3840.8832,4048.82712,4235.2596,3960.9108
3960.9108,3892.3236,3840.8832,4732.5168,4149.5256
4149.5256,3960.9108,3892.3236,6111.11952,4446.78876
4446.78876,4149.5256,3960.9108,6313.14,5450.3442
5450.3442,4446.78876,4149.5256,6782.65056,5813.70048
5813.70048,5450.3442,4446.78876,6055.938,5779.09512
5779.09512,5813.70048,5450.3442,3910.40568,5744.48976
5744.48976,5779.09512,5813.70048,6110.496,5484.94956
5484.94956,5744.48976,5779.09512,3945.63456,5115.35808
5115.35808,5484.94956,5744.48976,5062.9824,4853.47968
4853.47968,5115.35808,5484.94956,4574.14272,4696.35264
4696.35264,4853.47968,5115.35808,3941.89344,4256.45928
4256.45928,4696.35264,4853.47968,5006.8656,4567.90752
4567.90752,4256.45928,4696.35264,4706.32896,4923.31392
4923.31392,4567.90752,4256.45928,4410.78048,6280.87284
6280.87284,4923.31392,4567.90752,4910.37588,6275.7288
6275.7288,6280.87284,4923.31392,6592.47696,6055.938
6055.938,6275.7288,6280.87284,6893.0136,5554.16028
5554.16028,6055.938,6275.7288,6644.22912,4886.838
4886.838,5554.16028,6055.938,6280.87284,4048.82712
4048.82712,4886.838,5554.16028,5450.3442,3738.0024
3738.0024,4048.82712,4886.838,4048.82712,3515.094
3515.094,3738.0024,4048.82712,3840.8832,3377.9196
3377.9196,3515.094,3738.0024,3892.3236,3377.9196
3377.9196,3377.9196,3515.094,3960.9108,3515.094
3515.094,3377.9196,3377.9196,4149.5256,4183.8192
4183.8192,3515.094,3377.9196,4446.78876,4818.2508
4818.2508,4183.8192,3515.094,5450.3442,6755.8392
6755.8392,4818.2508,4183.8192,5813.70048,6670.1052
6670.1052,6755.8392,4818.2508,5779.09512,5915.646
5915.646,6670.1052,6755.8392,5744.48976,5315.508
5315.508,5915.646,6670.1052,5484.94956,5075.4528
5075.4528,5315.508,5915.646,5115.35808,4766.8104
4766.8104,5075.4528,5315.508,4853.47968,4458.168
4458.168,4766.8104,5075.4528,4696.35264,4169.94588
4169.94588,4458.168,4766.8104,4256.45928,4291.06464
4291.06464,4169.94588,4458.168,4567.90752,4325.67
4325.67,4291.06464,4169.94588,4923.31392,4862.05308
4862.05308,4325.67,4291.06464,6280.87284,6869.16396
6869.16396,4862.05308,4325.67,6275.7288,7128.70416
7128.70416,6869.16396,4862.05308,6055.938,6748.0452
6748.0452,7128.70416,6869.16396,5554.16028,6228.9648
6228.9648,6748.0452,7128.70416,4886.838,6575.0184
6575.0184,6228.9648,6748.0452,4048.82712,4187.24856
4187.24856,6575.0184,6228.9648,3738.0024,3927.70836
3927.70836,4187.24856,6575.0184,3515.094,3858.03
3858.03,3927.70836,4187.24856,3377.9196,3669.4152
3669.4152,3858.03,3927.70836,3377.9196,3686.562
3686.562,3669.4152,3858.03,3515.094,3446.5068
3446.5068,3686.562,3669.4152,4183.8192,3583.6812
3583.6812,3446.5068,3686.562,4818.2508,4338.1404
4338.1404,3583.6812,3446.5068,6755.8392,5761.3248
5761.3248,4338.1404,3583.6812,6670.1052,7184.5092
7184.5092,5761.3248,4338.1404,5915.646,5984.2332
5984.2332,7184.5092,5761.3248,5315.508,5366.9484
5366.9484,5984.2332,7184.5092,5075.4528,5092.5996
5092.5996,5366.9484,5984.2332,4766.8104,4715.37
4715.37,5092.5996,5366.9484,4458.168,4792.84236
4792.84236,4715.37,5092.5996,4169.94588,4308.36732
4308.36732,4792.84236,4715.37,4291.06464,4441.0212
4441.0212,4308.36732,4792.84236,4325.67,4269.5532
4269.5532,4441.0212,4308.36732,4862.05308,5144.04
5144.04,4269.5532,4441.0212,6869.16396,6550.0776
6550.0776,5144.04,4269.5532,7128.70416,6772.986
6772.986,6550.0776,5144.04,6748.0452,6567.2244
6567.2244,6772.986,6550.0776,6228.9648,6069.9672
6069.9672,6567.2244,6772.986,6575.0184,4869.6912
4869.6912,6069.9672,6567.2244,4187.24856,4273.76196
4273.76196,4869.6912,6069.9672,3927.70836,3996.91908
3996.91908,4273.76196,4869.6912,3858.03,3754.68156
3754.68156,3996.91908,4273.76196,3669.4152,3668.16816
3668.16816,3754.68156,3996.91908,3686.562,5311.92276
5311.92276,3668.16816,3754.68156,3446.5068,3927.70836
3927.70836,5311.92276,3668.16816,3583.6812,5898.4992
5898.4992,3927.70836,5311.92276,4338.1404,4732.5168
4732.5168,5898.4992,3927.70836,5761.3248,7578.8856
7578.8856,4732.5168,5898.4992,7184.5092,7013.0412
7013.0412,7578.8856,4732.5168,5984.2332,5949.9396
5949.9396,7013.0412,7578.8856,5366.9484,5658.444
5658.444,5949.9396,7013.0412,5092.5996,5315.508
5315.508,5658.444,5949.9396,4715.37,5294.62008
5294.62008,5315.508,5658.444,4792.84236,5045.52384
5045.52384,5294.62008,5315.508,4308.36732,4626.5184
4626.5184,5045.52384,5294.62008,4441.0212,4567.90752
4567.90752,4626.5184,5045.52384,4269.5532,4723.63164
4723.63164,4567.90752,4626.5184,5144.04,5150.2752
5150.2752,4723.63164,4567.90752,6550.0776,6938.37468
6938.37468,5150.2752,4723.63164,6772.986,7007.5854
7007.5854,6938.37468,5150.2752,6567.2244,6755.8392
6755.8392,7007.5854,6938.37468,6069.9672,6436.59696
6436.59696,6755.8392,7007.5854,4869.6912,6267.62304
6267.62304,6436.59696,6755.8392,4273.76196,6756.46272
6756.46272,6267.62304,6436.59696,3996.91908,4826.35656
4826.35656,6756.46272,6267.62304,3754.68156,4104.16452
4104.16452,4826.35656,6756.46272,3668.16816,3716.64684
3716.64684,4104.16452,4826.35656,5311.92276,3579.0048
3579.0048,3716.64684,4104.16452,3927.70836,3668.16816
3668.16816,3579.0048,3716.64684,5898.4992,3893.103
3893.103,3668.16816,3579.0048,4732.5168,4481.39412
4481.39412,3893.103,3668.16816,7578.8856,5813.70048
5813.70048,4481.39412,3893.103,7013.0412,6841.5732
6841.5732,5813.70048,4481.39412,5949.9396,6021.33264
6021.33264,6841.5732,5813.70048,5658.444,5521.2696
5521.2696,6021.33264,6841.5732,5315.508,5589.8568
5589.8568,5521.2696,6021.33264,5294.62008,5467.64688
5467.64688,5589.8568,5521.2696,5045.52384,5115.35808
5115.35808,5467.64688,5589.8568,4626.5184,4155.13728
4155.13728,5115.35808,5467.64688,4567.90752,4671.7236
4671.7236,4155.13728,5115.35808,4723.63164,4731.26976
4731.26976,4671.7236,4155.13728,5150.2752,5377.23648
5377.23648,4731.26976,4671.7236,6938.37468,7076.79612
7076.79612,5377.23648,4731.26976,7007.5854,7007.5854
7007.5854,7076.79612,5377.23648,6755.8392,6921.072
6921.072,7007.5854,7076.79612,6436.59696,6285.0816
6285.0816,6921.072,7007.5854,6267.62304,5900.99328
5900.99328,6285.0816,6921.072,6756.46272,4262.69448
4262.69448,5900.99328,6285.0816,4826.35656,3945.63456
3945.63456,4262.69448,5900.99328,4104.16452,3891.70008
3891.70008,3945.63456,4262.69448,3716.64684,3713.99688
3713.99688,3891.70008,3945.63456,3579.0048,3731.7672
3731.7672,3713.99688,3891.70008,3668.16816,3892.79124
3892.79124,3731.7672,3713.99688,3893.103,4068.93564
4068.93564,3892.79124,3731.7672,4481.39412,4643.97696
4643.97696,4068.93564,3892.79124,5813.70048,5813.70048
5813.70048,4643.97696,4068.93564,6841.5732,7115.922
7115.922,5813.70048,4643.97696,6021.33264,6189.9948
6189.9948,7115.922,5813.70048,5521.2696,5657.97636
5657.97636,6189.9948,7115.922,5589.8568,5138.89596
5138.89596,5657.97636,6189.9948,5467.64688,4965.86916
4965.86916,5138.89596,5657.97636,5115.35808,4783.9572
4783.9572,4965.86916,5138.89596,4155.13728,4663.9296
4663.9296,4783.9572,4965.86916,4671.7236,4080.9384
4080.9384,4663.9296,4783.9572,4731.26976,4355.2872
4355.2872,4080.9384,4663.9296,5377.23648,5024.0124
5024.0124,4355.2872,4080.9384,7076.79612,5761.3248
5761.3248,5024.0124,4355.2872,7007.5854,6447.1968
6447.1968,5761.3248,5024.0124,6921.072,6207.1416
6207.1416,6447.1968,5761.3248,6285.0816,5658.444
5658.444,6207.1416,6447.1968,5900.99328,4166.6724
4166.6724,5658.444,6207.1416,4262.69448,5744.48976
5744.48976,4166.6724,5658.444,3945.63456,5415.73884
5415.73884,5744.48976,4166.6724,3891.70008,5949.9396
5949.9396,5415.73884,5744.48976,3713.99688,5658.444
5658.444,5949.9396,5415.73884,3731.7672,5315.508
5315.508,5658.444,5949.9396,3892.79124,5294.62008
5294.62008,5315.508,5658.444,4068.93564,5045.52384
5045.52384,5294.62008,5315.508,4643.97696,4626.5184
4626.5184,5045.52384,5294.62008,5813.70048,4567.90752
4567.90752,4626.5184,5045.52384,7115.922,4723.63164
4723.63164,4567.90752,4626.5184,6189.9948,5150.2752
5150.2752,4723.63164,4567.90752,5657.97636,6938.37468
